parameter_name,Periphery average speed
parameter_id,JAX_OFD_013_001
gene_symbol,Zcchc2
mouse_strain,C57BL
analysis_id,709y0dp11qhy649
gene_accession_id,MGI:2444114
mouse_life_stage,Early adult
pvalue,0.9427593
