parameter_id,JAX_SLW_013_001
gene_symbol,Dnajc5b
pvalue,0.6900676
analysis_id,8h05292m5jbw1li
mouse_life_stage,Early adult
gene_accession_id,MGI:1913576
parameter_name,Breath rate during sleep mean
mouse_strain,C57BL
