Gene_symbol,Tiprl
Parameter_name,Total cholesterol
Mouse_life_stage,Early adult
Gene_accession_id,MGI:1915087
parameter_id,JAXLA_CBC_015_001
Analysis_id,i421x55651aj99u
Pvalue,0.6284109
Mouse_strain,C57BL
