parameter_id,JAXLA_CSD_023_001
analysis_id,4q7h32ez23850u8
parameter_name,Vibrissae - presence
gene_accession_id,MGI:2135738
gene_symbol,Abo
mouse_strain,C57BL
pvalue,0.0723663
mouse_life_stage,Early adult
