parameter_name,Tremor
mouse_life_stage,Early adult
analysis_id,76g64awq7498gvy
mouse_strain,C57BL
gene_symbol,Slc2a8
parameter_id,TCPLA_CSD_030_001
gene_accession_id,MGI:1860103
pvalue,0.7690593
