parameter_id,MGP_IMM_125_001
pvalue,0.9340296
parameter_name,Eosinophils - % of CD45+
mouse_life_stage,Early adult
gene_symbol,Npbwr1
gene_accession_id,MGI:891989
mouse_strain,C57BL
analysis_id,19r4a0oh4680w92
