gene_symbol,Eprs1
gene_accession_id,MGI:97838
mouse_life_stage,E12.5
mouse_strain,C57BL
parameter_id,IMPC_GEO_048_002
pvalue,0.8698959
parameter_name,Anophthalmia
analysis_id,6372otnwo5h27ht
