parameter_name,Startle response
analysis_id,8b7z7r68ie22j24
pvalue,0.685121
parameter_id,MGP_CSD_008_001
gene_symbol,Lime1
gene_accession_id,MGI:1919949
mouse_strain,C57BL
mouse_life_stage,Early adult
