gene_symbol,Sass6
analysis_id,gef11556z5347m2
mouse_life_stage,E9.5
mouse_strain,C57BL
parameter_id,IMPC_HEM_002_001
gene_accession_id,MGI:1920026
parameter_name,Red blood cell count
pvalue,0.3213137
