mouse_strain,129SV
parameter_id,IMPC_ECG_005_001
pvalue,0.4156089
gene_accession_id,MGI:2385884
parameter_name,PQ
gene_symbol,Ddx27
analysis_id,553a76a39l2h5q7
mouse_life_stage,Early adult
