parameter_name,BMC/Body weight
mouse_life_stage,Early adult
gene_accession_id,MGI:1924315
gene_symbol,Ints7
pvalue,0.1171048
analysis_id,neij5sktm8pxsg7
mouse_strain,C57BL
parameter_id,HRWLLA_DXA_007_001
