parameter_id,IMPC_ACS_006_001
analysis_id,f907880638n802i
mouse_strain,C57BL
mouse_life_stage,E18.5
parameter_name,Response amplitude - S
pvalue,0.6886275
gene_accession_id,MGI:2446186
gene_symbol,Lpgat1
