gene_symbol,Col6a3
pvalue,0.6156621
mouse_life_stage,Early adult
mouse_strain,C57BL
parameter_name,Initial response to glucose challenge
parameter_id,IMPC_IPG_011_001
gene_accession_id,MGI:88461
analysis_id,julzw4829964d05
