gene_symbol,Wars2
analysis_id,bu13zm345768931
gene_accession_id,MGI:1917810
pvalue,0.2345724
mouse_life_stage,E9.5
mouse_strain,C57BL
parameter_id,IMPC_CBC_024_001
parameter_name,UIBC (unsaturated iron binding capacity)
