parameter_id,IMPC_GEO_048_002
mouse_life_stage,E12.5
analysis_id,4l010mcrqvc43ch
mouse_strain,C57BL
gene_symbol,Mapkap1
parameter_name,Anophthalmia
pvalue,0.6426448
gene_accession_id,MGI:2444554
