gene_symbol,Fgb
pvalue,0.2471615
parameter_name,KLRG1+ Treg cells - % of CD45+
mouse_life_stage,E15.5
gene_accession_id,MGI:99501
parameter_id,MGP_MLN_072_001
mouse_strain,C57BL
analysis_id,p3151zb74ahq9yk
