gene_symbol,Dnajc8
gene_accession_id,MGI:1915848
parameter_id,IMPC_ACS_036_001
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_name,% Pre-pulse inhibition - PPI4
analysis_id,50olzv53074df99
pvalue,0.2532457
