parameter_name,Alkaline phosphatase
mouse_life_stage,E12.5
analysis_id,6190qm892102u9k
pvalue,0.8151282
mouse_strain,C57BL
gene_symbol,Hspa5
gene_accession_id,MGI:95835
parameter_id,HRWLLA_CBC_014_001
