parameter_id,HMGULA_CBC_018_001
mouse_strain,C57BL
analysis_id,i65pc3y9mh2q3fm
pvalue,0.5661953
mouse_life_stage,Early adult
gene_symbol,Tnni1
parameter_name,Glucose
gene_accession_id,MGI:105073
