gene_symbol,Slc39a10
parameter_id,JAX_SLW_013_001
mouse_life_stage,Early adult
pvalue,0.8226106
gene_accession_id,MGI:1914515
parameter_name,Breath rate during sleep mean
mouse_strain,C57BL
analysis_id,3o0f6h826841ss4
