parameter_id,JAX_OFD_015_001
gene_accession_id,MGI:1913506
mouse_strain,C57BL
parameter_name,Center resting time
mouse_life_stage,Early adult
gene_symbol,Ssr2
pvalue,0.4199509
analysis_id,1377w8gt037421e
