parameter_id,HRWLLA_OFD_011_001
mouse_strain,C57BL
mouse_life_stage,E12.5
analysis_id,5v592wiw96k8426
pvalue,0.5201065
gene_symbol,Hspa5
parameter_name,Periphery resting time
gene_accession_id,MGI:95835
