gene_symbol,Mapkap1
analysis_id,a96j1ij4v2qvpl7
parameter_name,Distance travelled - total
mouse_strain,C57BL
pvalue,0.6833836
gene_accession_id,MGI:2444554
parameter_id,JAX_OFD_020_001
mouse_life_stage,E15.5
