gene_symbol,Frmpd1
analysis_id,u903n7l5o7qtvmh
parameter_name,DN CD44+CD62L+ NKT cells
gene_accession_id,MGI:2446274
pvalue,1.09463
parameter_id,IMPC_IMM_047_001
mouse_life_stage,Middle aged adult
mouse_strain,C57BL
