parameter_id,JAXLA_DXA_009_001
gene_accession_id,MGI:2385884
mouse_strain,129SV
parameter_name,Fat/Body weight
analysis_id,67480jf3bm3362a
gene_symbol,Ddx27
pvalue,0.09977192
mouse_life_stage,Early adult
