gene_symbol,Hpca
analysis_id,984vzx68d59e7z3
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_accession_id,MGI:1336200
parameter_id,ESLIM_008_001_001
pvalue,0.5650473
parameter_name,Body position
