gene_symbol,Zmynd8
gene_accession_id,MGI:1918025
pvalue,0.7522479
mouse_life_stage,Early adult
parameter_id,IMPC_GPP_004_001
mouse_strain,C57BL
parameter_name,Placenta Size
analysis_id,aw8k9lf1u489a3x
