gene_symbol,Bcs1l
mouse_strain,C57BL
mouse_life_stage,Early adult
analysis_id,xr08p4z54v55o32
parameter_id,MGP_IMM_094_001
gene_accession_id,MGI:1914071
pvalue,0.92533
parameter_name,KLRG1+ CD4- NKT cells - % of CD45+
