gene_symbol,Clvs1
parameter_name,Hindlimbs - size
mouse_life_stage,Early adult
pvalue,0.4030931
analysis_id,2g32i19mi161t9n
mouse_strain,C57BL
gene_accession_id,MGI:1921688
parameter_id,JAXLA_CSD_022_001
