parameter_id,JAXLA_CSD_039_001
pvalue,0.5399224
mouse_life_stage,Early adult
gene_accession_id,MGI:1915848
mouse_strain,C57BL
parameter_name,Limb grasp
gene_symbol,Dnajc8
analysis_id,4k7h6djr6yf37fu
