pvalue,0.3272209
gene_accession_id,MGI:1916222
mouse_life_stage,Early adult
mouse_strain,C57BL
parameter_name,Transitional 1 B cells - % of CD45+
analysis_id,779g95113pymqpo
gene_symbol,Tatdn3
parameter_id,MGP_IMM_110_001
