parameter_id,IMPC_GEL_063_001
mouse_life_stage,Late adult
analysis_id,ao4i94a6dej63wj
parameter_name,Delayed embryonic development
pvalue,0.8451873
gene_accession_id,MGI:2441730
mouse_strain,C57BL
gene_symbol,Tbl1xr1
