pvalue,0.4212867
gene_symbol,Golm2
parameter_name,Lean mass
mouse_life_stage,Early adult
parameter_id,JAXLA_DXA_003_001
mouse_strain,C57BL
gene_accession_id,MGI:2443129
analysis_id,3f1bfi704291gr8
