gene_symbol,Ddx27
analysis_id,39z106d23c6hy0s
pvalue,0.3652678
parameter_id,JAX_OFD_015_001
mouse_strain,C57BL
gene_accession_id,MGI:2385884
parameter_name,Center resting time
mouse_life_stage,Early adult
