gene_symbol,Plcb1
analysis_id,236ke0k2594k713
pvalue,0.6337265
gene_accession_id,MGI:97613
mouse_life_stage,Late adult
parameter_id,IMPC_IMM_006_001
parameter_name,Others
mouse_strain,C57BL
