gene_symbol,Frmpd1
pvalue,0.9912962
gene_accession_id,MGI:2446274
parameter_name,Neutrophil differential count
parameter_id,IMPC_HEM_029_001
analysis_id,8ju01h9y2k2tb13
mouse_life_stage,Early adult
mouse_strain,C57BL
