parameter_name,Startle response
parameter_id,MGP_CSD_008_001
gene_accession_id,MGI:1913405
mouse_strain,C57BL
pvalue,0.3930522
mouse_life_stage,Early adult
gene_symbol,Ufc1
analysis_id,1ia159719my4z9a
