gene_symbol,Rab17
parameter_name,lens
mouse_life_stage,Early adult
parameter_id,M-G-P_014_001_009
mouse_strain,C57BL
pvalue,0.5220767
gene_accession_id,MGI:104640
analysis_id,7s0sexj7u6672gm
