pvalue,0.3159957
analysis_id,6o8nd582b91pht4
parameter_name,CD8+ KLRG1+ alpha beta T cell number
mouse_strain,129SV
parameter_id,MGP_PBI_033_001
gene_accession_id,MGI:2385884
mouse_life_stage,Early adult
gene_symbol,Ddx27
