parameter_name,Periphery resting time
mouse_strain,C57BL
Parameter_id,ESLIM_007_001_007
pvalue,0.8473856
gene_accession_id,MGI:99501
Gene_symbol,Fgb
Mouse_life_stage,E12.5
Analysis_id,8ol9vx0o9672f44
