parameter_id,JAXLA_DXA_009_001
analysis_id,o6c76gbo5r167y8
pvalue,0.8662075
parameter_name,Fat/Body weight
mouse_strain,C57BL
gene_accession_id,MGI:1346088
gene_symbol,Cd52
mouse_life_stage,Early adult
