parameter_id,IMPC_GEL_057_001
analysis_id,6jz80q16u339618
mouse_life_stage,Early adult
gene_symbol,Ahctf1
parameter_name,Heart looping
mouse_strain,C57BL
gene_accession_id,MGI:1915033
pvalue,0.7143521
