parameter_name,18kHz-evoked ABR Threshold
gene_symbol,Mecom
pvalue,0.6347229
gene_accession_id,MGI:95457
mouse_strain,C57BL
parameter_id,IMPC_ABR_008_001
mouse_life_stage,E15.5
analysis_id,u6v5degb371rr60
