gene_symbol,Sass6
gene_accession_id,MGI:1920026
parameter_id,UCD_OWT_003_001
parameter_name,Spleen weight
analysis_id,9fm242btc15tu8h
mouse_strain,C57BL
mouse_life_stage,E9.5
pvalue,0.3284532
