analysis_id,f5ij47ggcf7398y
mouse_strain,C3H
pvalue,0.5263241
gene_symbol,Mecom
gene_accession_id,MGI:95457
parameter_id,JAXLA_CSD_022_001
parameter_name,Hindlimbs - size
mouse_life_stage,Early adult
