parameter_id,JAX_LDT_004_001
gene_symbol,Pglyrp3
mouse_life_stage,Early adult
parameter_name,Dark side time spent
gene_accession_id,MGI:2685266
mouse_strain,C57BL
analysis_id,q5kc28i8hnby4x6
pvalue,0.5061557
