gene_symbol,Fgb
parameter_name,Percent time in light
mouse_strain,C57BL
pvalue,0.7303141
gene_accession_id,MGI:99501
parameter_id,JAX_LDT_009_001
analysis_id,41f3p1iu3h3045a
mouse_life_stage,E15.5
