mouse_strain,C57BL
parameter_name,B2B Cells
pvalue,0.652881
analysis_id,zuxi98e3w3rs008
parameter_id,IMPC_IMM_065_001
gene_accession_id,MGI:1336200
mouse_life_stage,Middle aged adult
gene_symbol,Hpca
