gene_symbol,Mecom
mouse_life_stage,Early adult
parameter_id,IMPC_IMM_065_001
gene_accession_id,MGI:95457
parameter_name,B2B Cells
pvalue,0.9074418
analysis_id,y713v7y59p94v32
mouse_strain,C3H
