parameter_id,IMPC_CSD_051_002
gene_symbol,Cd52
analysis_id,41qzas6t7r0stqo
pvalue,0.2767562
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_accession_id,MGI:1346088
parameter_name,Hindlimb nail - number
