parameter_name,Whole arena resting time
gene_accession_id,MGI:1913483
analysis_id,nxw5744p18g2422
pvalue,0.2451554
gene_symbol,Dmap1
mouse_life_stage,E9.5
parameter_id,IMPC_OFD_007_001
mouse_strain,C57BL
