gene_symbol,Dmap1
mouse_life_stage,E12.5
gene_accession_id,MGI:1913483
analysis_id,512w48514vo1o37
parameter_id,MGP_MLN_072_001
parameter_name,KLRG1+ Treg cells - % of CD45+
mouse_strain,C57BL
pvalue,0.1739853
