parameter_id,IMPC_IMM_004_002
analysis_id,7v93n10n21r6790
pvalue,0.9594248
gene_accession_id,MGI:1919935
gene_symbol,Dnajc6
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_name,NKT cells (panel A) - % of live leukocytes (Panel A)
