gene_symbol,Mapkap1
analysis_id,xq5is6989s9992a
mouse_life_stage,E12.5
parameter_id,IMPC_EYE_092_001
mouse_strain,C57BL
gene_accession_id,MGI:2444554
pvalue,0.304989
parameter_name,Retina (combined)
