gene_symbol,Slc30a4
mouse_strain,C57BL
analysis_id,7cc2q11c9fe6lm9
mouse_life_stage,Late adult
parameter_id,MGP_IMM_007_001
parameter_name,Resting CD4+ T helper cells - % of CD4+ T helper cells
gene_accession_id,MGI:1345282
pvalue,0.7580852
