parameter_name,Body length
parameter_id,IMPC_DXA_006_001
mouse_strain,C57BL
gene_accession_id,MGI:109356
gene_symbol,Snap23
analysis_id,nykb2zdw6elrzsx
pvalue,0.8122426
mouse_life_stage,Middle aged adult
