mouse_strain,129SV
gene_accession_id,MGI:104848
parameter_id,IMPC_CSD_008_001
mouse_life_stage,Early adult
analysis_id,5ce60i5g5kl20dz
gene_symbol,Inpp1
parameter_name,Coat - color pattern - back
pvalue,0.5254397
