gene_symbol,Mapkap1
pvalue,0.1813699
parameter_name,cDCs CD11b Type
analysis_id,343o2tmjd0i4287
parameter_id,IMPC_IMM_073_001
mouse_life_stage,E15.5
gene_accession_id,MGI:2444554
mouse_strain,C57BL
