gene_accession_id,MGI:1913483
gene_symbol,Dmap1
mouse_strain,C57BL
mouse_life_stage,E12.5
parameter_id,IMPC_HWT_008_001
pvalue,0.27989
parameter_name,Heart weight
analysis_id,p3m12d663u8zf90
