gene_symbol,Frmpd1
mouse_life_stage,Late adult
mouse_strain,C57BL
parameter_id,M-G-P_016_001_006
pvalue,0.9887985
gene_accession_id,MGI:2446274
parameter_name,Mean-corpuscular-haemoglobin
analysis_id,787n60oynhur225
