parameter_name,Whole arena resting time
gene_symbol,Rab13
mouse_life_stage,Early adult
analysis_id,kk3n0ei4i3859lv
mouse_strain,C57BL
gene_accession_id,MGI:1927232
pvalue,0.8636867
parameter_id,ESLIM_007_001_003
