gene_symbol,Sfpq
mouse_strain,C57BL
pvalue,0.5668298
parameter_id,IMPC_IMM_052_001
analysis_id,064diu68hn50cj8
gene_accession_id,MGI:1918764
mouse_life_stage,Early adult
parameter_name,Eosinophils
