parameter_id,IMPC_XRY_023_001
mouse_life_stage,Early adult
parameter_name,Ulna
mouse_strain,C57BL
pvalue,0.8032296
analysis_id,j1c66f12yxlh1i8
gene_accession_id,MGI:2181659
gene_symbol,Tox
