parameter_id,IMPC_EYE_017_001
gene_symbol,Col6a3
pvalue,0.9026665
gene_accession_id,MGI:88461
mouse_strain,C57BL
analysis_id,ng4pp4h1l9l7366
parameter_name,Lens Opacity
mouse_life_stage,Early adult
